comment_id,sentence_pos,stereotype,stereotype_pred,stereotype_soft,stereotype_pred_soft
110,3,0,0,0.0474,0.007070649
390,6,0,0,0.0474,0.477238
34,3,0,0,0.0474,0.14279103
778,3,0,0,0.0474,0.11450303
118,3,0,0,0.2689,0.24784933
781,3,0,0,0.2689,0.16527827
528,2,0,0,0.2689,0.24260601
264,12,0,0,0.0474,0.18515113
412,4,0,0,0.2689,0.2988758
598,2,0,0,0.2689,0.038322337
718,2,0,0,0.0474,0.27727854
127,1,0,0,0.0474,0.051800255
188,1,0,0,0.0474,0.06181884
666,1,0,0,0.2689,0.112231195
318,11,1,0,0.9526,0.3775015
288,1,0,0,0.0474,0.1985471
162,1,0,0,0.0474,0.085832484
8,1,0,0,0.0474,-0.033652037
412,7,1,1,0.9526,0.82199246
824,4,1,1,0.9526,0.70525914
561,1,1,0,0.9526,0.2723732
539,1,0,0,0.0474,0.09066068
816,1,0,0,0.0474,0.072657116
584,1,0,0,0.0474,0.025402812
419,1,0,0,0.2689,0.047073424
764,1,1,1,0.9526,0.8108999
353,3,0,0,0.0474,0.12038227
433,1,0,0,0.0474,-0.0359924
762,1,1,1,0.9526,0.893023
250,13,0,0,0.0474,0.18268108
288,2,0,0,0.0474,0.20774665
327,1,0,0,0.0474,0.21947327
264,22,0,0,0.0474,0.1545587
190,2,0,0,0.2689,0.044041984
229,2,0,0,0.0474,0.068520725
583,1,0,0,0.0474,0.01522638
632,7,1,1,0.9526,0.8582181
797,2,0,1,0.2689,0.74156404
675,1,0,0,0.2689,0.31439972
109,2,0,0,0.0474,0.07305593
331,1,1,1,0.9526,0.79659754
501,6,0,0,0.0474,-0.009445948
323,1,0,0,0.0474,0.35979804
613,1,1,1,0.9526,0.6850734
570,2,1,1,0.9526,0.5472135
710,3,1,0,0.9526,0.16675013
318,17,1,1,0.9526,0.64739645
297,2,0,0,0.0474,0.48835626
622,4,0,0,0.0474,0.28414348
288,5,0,0,0.2689,0.07439829
299,5,0,0,0.0474,0.044304807
290,2,0,0,0.2689,0.100285776
51,1,0,0,0.0474,0.0641188
372,1,0,0,0.0474,0.24270481
313,1,0,0,0.0474,0.057331797
150,2,1,0,0.9526,0.105455935
264,18,0,0,0.0474,0.1688708
740,3,0,0,0.0474,0.02454922
659,2,1,1,0.9526,0.57463837
210,2,0,0,0.0474,0.13817132
191,1,0,0,0.0474,0.01735948
185,1,0,0,0.0474,0.44534487
468,2,1,0,0.9526,0.25548682
169,1,1,0,0.9526,0.12593153
701,1,0,0,0.2689,0.14097814
588,2,1,0,0.9526,-0.00035143888
264,1,0,0,0.0474,0.17412889
774,9,0,0,0.0474,-0.015559287
130,1,0,0,0.2689,0.35371366
699,1,0,0,0.0474,0.07700563
369,3,0,0,0.0474,0.43559086
55,1,0,0,0.0474,0.109447554
339,1,1,0,0.9526,0.4381915
201,1,1,1,0.9526,0.98763436
22,2,0,0,0.0474,0.1789676
280,3,1,1,0.9526,0.68785286
257,3,1,0,0.9526,0.17849663
477,1,0,0,0.0474,0.043560334
95,3,0,0,0.0474,0.03684794
145,2,1,0,0.9526,0.20225164
618,4,0,0,0.0474,0.15934616
265,1,0,0,0.0474,0.122795485
641,1,0,0,0.0474,0.05699355
755,1,1,0,0.9526,0.40709972
759,2,0,0,0.0474,0.109825656
157,1,0,0,0.0474,0.05193462
811,2,1,1,0.9526,0.5781781
793,3,1,0,0.9526,0.09268342
37,3,1,0,0.9526,0.4427132
264,8,0,0,0.2689,0.40679282
596,2,0,0,0.0474,0.22557041
374,1,0,0,0.0474,0.16199729
35,1,1,0,0.9526,0.33224624
321,1,0,0,0.0474,0.063092954
34,2,0,0,0.0474,-0.025981646
79,1,0,0,0.0474,0.16642869
322,4,0,0,0.2689,0.23965433
273,4,1,0,0.9526,0.18451045
397,6,0,0,0.0474,0.07833789
235,2,0,0,0.0474,0.04115449
228,1,0,0,0.0474,0.009768984
490,1,1,0,0.9526,0.24699545
814,4,1,0,0.9526,0.050104618
465,2,0,0,0.2689,0.13552272
265,2,0,0,0.0474,0.07158722
453,7,0,0,0.0474,0.05410289
311,5,1,0,0.9526,0.4840576
37,1,0,1,0.2689,0.80192703
693,1,1,0,0.9526,0.14918731
290,4,0,0,0.2689,0.33810896
608,2,1,1,0.9526,0.83103114
487,4,0,0,0.0474,0.14502013
571,1,0,0,0.2689,0.07417942
419,2,0,0,0.0474,0.13501042
498,3,0,0,0.0474,0.04942853
787,2,0,1,0.0474,0.6241403
202,1,0,0,0.0474,0.06594727
484,2,0,1,0.0474,0.51825273
784,1,0,0,0.2689,0.48369128
493,5,0,1,0.0474,0.5528093
12,1,0,0,0.0474,0.18572763
506,1,1,1,0.9526,0.80594707
719,1,1,1,0.9526,0.81411594
562,1,1,1,0.9526,0.5410676
525,2,0,0,0.0474,0.08031762
664,1,0,0,0.0474,-0.01224465
459,2,0,0,0.0474,0.081195794
632,6,1,1,0.9526,0.5787608
640,2,0,0,0.0474,0.005428593
46,3,0,0,0.0474,-0.02076272
297,1,0,0,0.0474,0.37529528
494,4,1,1,0.9526,0.9076873
143,1,1,1,0.9526,0.5075526
432,3,0,0,0.0474,0.05566662
697,1,1,1,0.9526,0.5509987
708,1,0,0,0.0474,0.2686491
83,1,0,0,0.0474,0.014155774
664,3,0,0,0.0474,-0.0100516835
108,1,1,1,0.9526,0.6694547
355,3,0,0,0.0474,-0.019168504
412,1,0,0,0.0474,0.2365266
790,1,0,0,0.0474,0.053374175
515,1,0,0,0.2689,0.13080966
655,3,0,0,0.0474,0.08651816
361,3,0,1,0.0474,0.53208905
129,1,0,0,0.0474,-0.053863857
371,1,0,0,0.0474,0.012251551
13,1,0,1,0.0474,0.7758923
607,1,1,1,0.9526,0.9261621
703,1,1,1,0.9526,0.5276832
354,4,0,0,0.0474,0.06418709
247,3,0,0,0.2689,0.3251467
389,2,0,1,0.0474,0.65003836
410,2,0,0,0.0474,0.033046164
390,1,0,1,0.0474,0.61259466
94,1,0,0,0.0474,0.05124797
264,4,0,0,0.0474,0.2627087
437,1,1,1,0.9526,1.0370812
373,3,0,0,0.0474,0.021111568
516,1,0,0,0.2689,0.24954125
20,1,0,0,0.0474,0.04004692
638,1,0,0,0.0474,0.08389528
283,1,0,0,0.0474,0.030748595
624,1,0,0,0.2689,0.49513617
351,3,0,0,0.0474,0.00658787
99,1,1,1,0.9526,0.9986194
397,1,0,0,0.0474,0.09041072
724,2,0,0,0.0474,0.04691012
243,5,1,1,0.9526,0.86249423
30,2,0,0,0.0474,-0.027979054
540,1,1,1,0.9526,0.75648624
772,2,1,0,0.9526,0.3988396
342,5,1,1,0.9526,0.8046297
392,1,0,0,0.0474,0.05146818
632,1,0,0,0.0474,0.06451812
313,2,0,0,0.0474,0.07408778
158,1,0,0,0.0474,0.063145444
663,3,0,0,0.0474,-0.004147683
754,1,1,0,0.9526,0.33220786
54,3,0,0,0.0474,0.2813446
230,1,0,0,0.0474,0.032404676
668,3,0,0,0.0474,0.082299165
253,5,0,0,0.0474,0.06516103
352,4,0,0,0.0474,0.13675883
734,2,1,1,0.9526,0.6954069
216,1,1,1,0.9526,0.94053346
366,2,1,1,0.9526,0.60361856
507,4,0,0,0.0474,0.1559409
188,3,0,0,0.0474,0.008461944
712,1,0,0,0.0474,0.10229356
781,6,1,0,0.9526,0.30611724
763,2,0,0,0.0474,0.048219927
344,5,0,0,0.0474,0.020538472
713,3,0,0,0.2689,0.18455595
481,2,0,0,0.0474,0.034720257
294,1,0,0,0.0474,0.038970754
33,1,0,0,0.0474,0.082876705
509,1,0,0,0.0474,-0.015618687
792,1,0,0,0.0474,0.039165046
795,1,0,0,0.2689,0.21416226
239,2,0,0,0.0474,0.1417426
569,1,1,1,0.9526,0.76709735
172,2,0,0,0.0474,0.025245186
684,1,0,0,0.2689,0.294297
751,1,0,0,0.2689,0.20302352
164,1,1,1,0.9526,0.7996021
373,1,1,0,0.9526,0.21189806
322,3,0,0,0.2689,0.40505263
386,2,1,0,0.9526,0.20147294
789,1,0,0,0.0474,0.17589134
649,1,0,0,0.0474,0.017404512
798,1,0,0,0.0474,0.02336365
614,3,0,0,0.0474,-0.029080134
206,1,0,1,0.0474,0.82595736
794,4,1,0,0.9526,0.4400402
305,2,0,0,0.2689,0.3754214
457,2,0,0,0.0474,0.063788354
340,4,0,0,0.2689,-0.053060174
135,1,1,0,0.9526,0.39217526
352,5,0,0,0.0474,0.09728223
121,5,0,1,0.2689,0.5393415
317,1,0,0,0.0474,0.085079536
205,1,0,0,0.0474,0.08936867
565,1,0,0,0.0474,0.10236912
560,3,0,0,0.2689,0.38469195
314,2,1,1,0.9526,0.7322714
276,1,1,0,0.9526,0.4064621
34,4,1,1,0.9526,0.8949461
495,2,1,0,0.9526,0.378263
133,1,0,0,0.0474,0.029673208
24,1,1,0,0.9526,0.31322208
210,3,0,0,0.0474,0.028123746
180,1,0,0,0.0474,0.009446043
493,4,0,0,0.0474,0.27456436
536,1,0,0,0.0474,0.13533427
247,1,0,0,0.0474,0.18822953
503,1,0,0,0.0474,0.013123809
344,3,0,0,0.0474,0.36745483
533,1,0,0,0.0474,0.0370157
235,4,0,0,0.2689,0.1748545
347,2,0,0,0.0474,0.21037757
774,8,0,0,0.0474,0.31444877
500,1,0,1,0.0474,0.60210603
551,1,1,0,0.9526,0.38566235
797,3,0,1,0.2689,0.59151083
698,1,0,0,0.2689,0.11030409
742,1,0,0,0.0474,0.060382582
494,5,0,0,0.0474,0.08720229
259,2,0,0,0.0474,0.08022199
639,1,1,1,0.9526,0.54654104
67,1,0,0,0.0474,0.04514626
402,1,0,0,0.0474,0.02900523
318,10,0,0,0.2689,0.19287264
774,5,0,0,0.0474,0.10357671
612,1,1,0,0.9526,0.47567526
615,1,0,0,0.0474,0.089950465
821,2,0,0,0.0474,0.13814883
143,2,0,0,0.0474,0.13115259
93,1,1,0,0.9526,0.47254878
345,1,0,0,0.0474,0.13093948
124,2,0,0,0.0474,0.049709156
550,1,1,1,0.9526,0.96844065
822,1,0,0,0.0474,0.05538704
317,4,0,1,0.2689,0.8356189
192,2,0,0,0.0474,-0.02546962
516,5,0,0,0.0474,0.4501487
523,2,0,0,0.0474,0.025724834
401,2,0,0,0.0474,0.05658444
291,2,0,0,0.0474,-0.009927879
635,2,0,0,0.2689,0.0689412
596,1,0,0,0.2689,0.17755973
128,3,0,0,0.0474,0.24657393
787,5,1,1,0.9526,1.1294173
514,1,1,0,0.9526,0.18553601
259,6,0,0,0.0474,-0.020497546
226,3,0,0,0.0474,0.15047218
393,2,0,0,0.0474,0.029563297
595,1,0,0,0.0474,-0.039405905
681,1,1,1,0.9526,0.930998
304,3,0,0,0.0474,0.09650907
599,1,1,1,0.9526,0.8154114
613,7,0,0,0.0474,0.2039823
320,1,1,1,0.9526,0.9679088
659,1,0,0,0.0474,0.10775838
445,1,1,0,0.9526,0.35681787
83,3,1,0,0.9526,0.49477574
153,1,0,0,0.0474,0.07490151
233,2,1,0,0.9526,0.42278782
252,1,0,0,0.0474,0.14909977
159,1,0,0,0.0474,0.0027919258
775,2,0,0,0.0474,0.10157467
232,3,0,1,0.0474,0.60864156
662,3,1,0,0.9526,0.26216877
478,3,1,1,0.9526,0.55231327
794,1,0,0,0.2689,0.084191196
394,3,0,0,0.0474,0.10161409
462,1,0,0,0.0474,0.068315804
364,1,1,0,0.9526,0.1694346
802,2,1,0,0.9526,0.20315817
219,2,0,0,0.2689,0.14063606
755,3,0,0,0.0474,0.1913217
275,3,0,0,0.0474,0.017374903
87,1,1,1,0.9526,0.71089613
250,12,0,0,0.0474,0.09851688
742,4,0,0,0.0474,0.10727132
268,2,1,0,0.9526,0.47480196
299,4,0,0,0.0474,0.034261957
182,1,0,0,0.0474,0.06260178
575,1,1,1,0.9526,0.61543554
809,1,0,0,0.0474,0.036032975
394,1,1,0,0.9526,0.2908535
797,1,0,1,0.0474,0.5237474
101,1,1,1,0.9526,0.85896224
4,6,0,0,0.0474,0.16509078
138,1,0,0,0.0474,0.29917967
635,4,0,0,0.0474,0.30827236
717,2,1,1,0.9526,0.9381367
628,2,0,0,0.0474,0.034144662
239,1,0,1,0.0474,0.5009485
264,6,1,0,0.9526,0.13010217
333,2,0,0,0.0474,0.0877732
632,5,1,0,0.9526,0.35256064
339,2,1,1,0.9526,1.0188841
234,3,0,0,0.0474,0.17110023
101,2,0,0,0.0474,0.085830204
328,3,1,0,0.9526,0.2600549
443,1,0,0,0.0474,0.3915657
291,1,0,0,0.0474,0.02502594
516,2,0,0,0.2689,0.3876536
432,1,0,0,0.0474,0.20224962
273,7,1,0,0.9526,0.3531641
774,7,0,0,0.0474,0.30808252
321,2,1,0,0.9526,0.4292059
499,1,0,0,0.0474,0.11710089
708,2,0,0,0.0474,0.33123428
231,1,0,1,0.0474,0.7128619
411,2,1,1,0.9526,0.5845971
165,1,1,1,0.9526,0.7535012
28,1,0,0,0.0474,0.029673208
743,1,0,0,0.0474,0.015619335
236,1,1,1,0.9526,0.7187918
345,5,1,1,0.9526,0.7840337
19,1,0,0,0.0474,0.000408742
46,4,0,0,0.0474,0.043541573
145,1,0,0,0.0474,0.09873278
745,2,0,1,0.2689,0.5911347
192,1,0,0,0.0474,0.018372979
46,5,0,0,0.0474,0.004106074
349,3,0,0,0.0474,0.31681168
47,5,0,0,0.0474,-0.005950023
515,2,0,0,0.0474,0.05533007
819,2,0,0,0.2689,0.05130218
341,3,0,0,0.0474,-0.018837824
537,1,1,0,0.9526,0.4223811
442,3,0,0,0.0474,0.35411817
343,2,1,1,0.9526,0.90806043
397,7,1,1,0.9526,0.6681742
235,1,1,0,0.9526,0.27070934
434,1,0,0,0.0474,0.059363827
510,1,0,0,0.0474,0.16212846
56,1,0,0,0.0474,0.27950263
591,1,0,0,0.0474,0.10538565
707,2,0,0,0.0474,0.096828975
469,4,0,0,0.0474,0.32730377
419,3,0,0,0.0474,0.072924964
563,2,1,1,0.9526,0.60167503
426,1,0,0,0.2689,0.18004972
405,1,0,0,0.2689,0.20442306
414,1,0,0,0.0474,0.28849158
759,1,0,0,0.0474,0.046133474
614,1,0,0,0.2689,0.3458458
296,1,0,0,0.0474,-0.026234368
588,3,0,0,0.0474,0.05620941
627,1,0,0,0.0474,0.01833234
522,1,0,0,0.0474,0.1562144
654,4,1,0,0.9526,0.10059833
491,1,0,0,0.0474,0.050230674
420,1,0,0,0.0474,-0.030473858
225,1,1,1,0.9526,0.64810675
632,2,1,0,0.9526,0.14270712
683,1,1,0,0.9526,0.2778611
387,1,0,1,0.0474,0.71911496
280,1,1,0,0.9526,0.07575619
786,7,0,0,0.2689,0.12063753
339,4,1,1,0.9526,0.7298574
115,1,0,0,0.0474,-0.09489428
118,1,0,0,0.0474,0.2957892
338,1,1,0,0.9526,0.38130015
707,4,0,0,0.0474,0.11338247
771,2,1,1,0.9526,0.6115115
79,2,0,0,0.0474,0.10311275
481,3,0,0,0.0474,0.04381574
445,2,0,0,0.0474,0.011192034
139,1,0,0,0.2689,0.06497705
72,1,0,0,0.0474,0.0033218781
485,1,1,1,0.9526,0.8800723
381,1,1,1,0.9526,0.56118625
287,1,0,0,0.0474,0.012455924
318,9,0,0,0.2689,0.15559088
645,2,0,0,0.0474,0.09702756
164,2,1,1,0.9526,0.84250444
96,1,0,0,0.0474,0.033995844
431,1,1,1,0.9526,0.6223571
164,5,0,1,0.2689,0.5316166
592,1,0,0,0.2689,0.039290052
32,3,0,0,0.0474,0.012476313
735,1,0,0,0.0474,0.060422346
822,2,0,0,0.0474,0.05665667
519,1,0,0,0.0474,0.04091244
279,4,0,0,0.0474,0.07501749
255,1,0,0,0.0474,0.053132664
577,1,0,0,0.0474,0.067755006
466,2,0,0,0.2689,0.45115253
553,1,0,0,0.0474,0.32487398
502,3,1,1,0.9526,0.5952617
668,2,0,0,0.0474,0.03795039
350,1,0,0,0.0474,0.1179447
263,1,1,1,0.9526,0.6720063
753,1,0,0,0.2689,0.4202109
461,1,0,0,0.0474,0.22367652
455,2,0,0,0.0474,0.065684445
110,1,0,0,0.0474,0.08048224
786,6,1,1,0.9526,0.94895273
149,2,1,1,0.9526,0.8684105
463,2,1,1,0.9526,1.0377032
661,1,0,0,0.0474,0.0671557
353,6,0,0,0.0474,0.22966313
295,3,0,0,0.0474,0.15435323
198,2,0,0,0.0474,0.20028305
486,2,0,0,0.0474,-0.010187381
280,2,1,0,0.9526,0.20363298
530,2,0,0,0.0474,0.070306405
438,1,0,1,0.0474,0.72820574
251,1,0,0,0.0474,0.023861825
674,1,0,0,0.0474,0.045058012
293,1,0,0,0.0474,0.032836393
740,2,0,0,0.0474,0.03504769
805,1,1,1,0.9526,0.7334274
383,1,0,0,0.0474,0.03135132
493,1,0,1,0.0474,0.59931135
413,1,0,1,0.2689,0.6143426
339,3,1,1,0.9526,0.7817328
821,3,0,0,0.2689,0.13344797
713,4,1,0,0.9526,0.12935641
667,2,0,0,0.2689,0.052666698
753,3,1,0,0.9526,0.14920963
333,1,0,0,0.0474,0.15525983
576,1,1,0,0.9526,0.41110173
429,1,0,0,0.2689,0.21535929
253,3,0,1,0.2689,0.577604
746,2,0,0,0.0474,-0.050142977
145,4,0,0,0.0474,0.10379719
763,3,0,0,0.0474,0.09090852
196,1,0,0,0.0474,0.17172837
439,1,0,0,0.2689,0.05632482
121,1,0,1,0.0474,0.904547
774,4,0,0,0.0474,0.100000866
730,1,0,0,0.0474,0.020327974
106,1,0,0,0.0474,0.1877739
740,1,0,0,0.0474,0.31197488
637,1,0,0,0.0474,0.054990176
30,1,0,0,0.0474,0.044671115
653,1,0,0,0.0474,0.020865947
648,1,0,0,0.0474,0.08746959
200,1,1,1,0.9526,0.80365056
398,1,0,1,0.0474,0.71322125
270,1,1,0,0.9526,0.42157984
687,1,0,0,0.0474,0.023726732
660,2,0,0,0.0474,0.013390855
592,2,1,1,0.9526,0.94020164
318,18,1,0,0.9526,0.34921908
354,2,0,1,0.0474,0.6622268
317,2,1,1,0.9526,0.62235135
53,2,0,0,0.0474,0.061561473
497,2,0,1,0.0474,0.6370595
411,1,1,0,0.9526,0.41886973
260,1,0,0,0.0474,0.049923852
259,1,1,1,0.9526,0.518498
38,3,0,0,0.0474,0.35522363
621,1,0,0,0.0474,0.23679219
365,1,0,0,0.0474,0.06162724
209,1,0,0,0.0474,0.07907324
702,3,1,1,0.9526,0.53981125
39,2,0,0,0.0474,0.036510497
697,2,0,1,0.2689,0.6712906
178,1,0,0,0.2689,0.20933849
402,2,0,0,0.0474,0.045116384
632,3,0,0,0.0474,0.017794449
301,1,0,1,0.2689,0.5253145
341,1,1,1,0.9526,0.8423112
421,1,0,0,0.0474,0.14467558
243,6,0,0,0.0474,0.48846686
252,5,0,0,0.2689,0.08373654
606,1,0,0,0.0474,-0.03732273
149,3,0,1,0.2689,0.7269979
667,1,0,0,0.0474,0.03984735
820,5,0,0,0.0474,0.14798483
542,1,0,0,0.2689,0.45150512
608,1,0,0,0.0474,0.41619703
488,1,0,0,0.0474,0.0449536
404,4,1,0,0.9526,0.4330927
817,1,1,1,0.9526,0.5796271
787,6,0,0,0.2689,0.49047163
785,1,0,1,0.2689,0.7893854
177,1,0,0,0.2689,0.03574603
799,2,0,0,0.2689,0.06988496
676,1,1,0,0.9526,0.31015468
412,6,0,0,0.2689,0.22085088
469,2,1,0,0.7311,0.25511467
327,4,0,0,0.0474,0.07833101
89,1,0,0,0.0474,0.26714784
554,1,0,0,0.0474,0.10039323
280,6,0,0,0.0474,0.24015789
40,2,0,0,0.0474,0.08247576
566,1,0,0,0.2689,0.100221656
782,1,1,1,0.9526,0.6722818
245,2,0,0,0.0474,0.40096688
27,1,0,0,0.0474,0.41077304
614,2,0,0,0.2689,-0.051572435
111,1,0,0,0.0474,0.07389284
50,3,0,0,0.0474,0.064565904
656,1,0,0,0.0474,0.06254876
602,1,1,0,0.9526,0.09919671
788,2,0,0,0.0474,-0.035578214
86,1,0,0,0.0474,-0.0033586887
307,4,0,0,0.0474,0.15621848
281,1,0,0,0.0474,0.04144057
669,1,0,0,0.0474,0.022072615
5,2,1,0,0.9526,0.31467575
234,1,0,0,0.0474,0.09623697
527,1,0,0,0.0474,0.14502668
149,1,0,0,0.2689,0.3146213
715,3,0,0,0.0474,0.10583834
235,3,0,0,0.0474,0.15537423
703,2,1,0,0.9526,0.4762978
724,3,0,0,0.0474,0.03644891
12,2,0,0,0.0474,-0.057052653
345,2,1,0,0.9526,0.23609889
508,1,0,0,0.0474,0.07205638
109,4,0,0,0.0474,0.040776037
316,1,0,0,0.0474,0.24845019
176,1,0,0,0.0474,0.07760084
269,2,0,0,0.0474,0.028688602
441,1,1,1,0.9526,0.99307513
524,3,0,0,0.0474,0.013632008
478,4,0,0,0.0474,0.44568473
187,1,1,1,0.9526,0.5491652
71,1,0,0,0.2689,0.052021064
198,1,0,0,0.0474,0.03789304
39,1,0,0,0.0474,0.28725418
22,1,0,0,0.0474,0.118197195
249,3,1,1,0.9526,0.82385945
77,3,0,1,0.0474,0.6085219
483,1,0,0,0.0474,0.03876115
563,1,1,1,0.9526,0.64944005
483,3,0,0,0.0474,0.12208798
671,2,0,0,0.0474,0.41983783
256,3,1,1,0.9526,0.68214226
90,1,1,0,0.9526,0.37371787
599,2,1,1,0.9526,0.7774281
309,1,0,0,0.0474,0.40907544
654,2,1,0,0.9526,0.42967802
264,2,0,0,0.0474,0.16935942
188,5,0,0,0.0474,0.1318131
556,1,1,1,0.9526,0.9956738
808,1,0,0,0.0474,0.041497536
476,1,0,0,0.0474,0.028788418
774,2,0,0,0.0474,0.03345529
361,2,0,0,0.0474,0.2351149
288,4,0,0,0.0474,0.3527555
391,2,0,0,0.0474,0.08612666
124,1,1,1,0.9526,0.83152294
334,1,1,1,0.9526,0.92107815
811,3,1,0,0.9526,0.090975724
166,1,1,0,0.9526,-0.05558703
237,3,0,1,0.0474,0.5669823
781,7,0,0,0.2689,0.4103407
344,2,0,0,0.0474,0.055690624
164,4,0,1,0.2689,0.8883552
235,5,0,0,0.0474,0.08643801
204,1,0,0,0.2689,0.11225413
273,3,0,0,0.0474,0.20802164
495,1,1,0,0.9526,0.34092432
91,1,0,0,0.0474,0.016242508
325,4,0,0,0.0474,0.014148611
297,3,0,0,0.0474,-0.011452888
730,3,0,0,0.0474,0.019657051
429,2,0,0,0.0474,-0.03364221
572,1,1,1,0.9526,0.7338245
761,2,0,0,0.2689,0.4926979
156,1,0,0,0.0474,-0.05759434
503,2,1,1,0.9526,0.9366374
246,4,0,0,0.2689,0.06369929
512,1,0,0,0.0474,0.043335073
433,2,0,0,0.0474,-0.0059558344
207,2,1,1,0.9526,0.59987944
786,5,0,0,0.0474,0.23939359
47,3,0,0,0.0474,-0.01747894
55,3,0,0,0.0474,0.011622124
494,1,1,0,0.9526,0.3047918
763,1,0,0,0.2689,0.407452
193,1,0,0,0.0474,0.052111324
665,1,0,0,0.0474,0.35874557
315,1,1,1,0.9526,0.7094662
326,2,1,1,0.9526,0.7095476
107,1,0,0,0.0474,0.37264037
492,2,0,0,0.0474,0.31996432
66,1,1,1,0.9526,0.90872765
660,1,0,0,0.0474,0.063750036
525,1,0,0,0.0474,0.08504469
400,1,0,0,0.0474,0.25582063
747,1,0,0,0.0474,0.113615155
425,2,0,0,0.0474,0.058643557
766,1,0,0,0.0474,0.14158015
604,4,1,1,0.9526,0.7472731
325,2,0,0,0.0474,0.06887664
323,4,0,0,0.0474,0.031422794
4,1,0,0,0.0474,0.29155353
706,1,0,0,0.0474,0.17769319
502,2,0,0,0.0474,0.039876778
147,4,1,1,0.9526,1.0549041
152,1,1,1,0.9526,0.7979405
299,2,1,1,0.9526,0.57326365
597,1,0,0,0.0474,-0.0054723737
528,3,0,1,0.2689,0.80726504
57,1,0,0,0.0474,0.2343966
472,2,1,1,0.9526,0.54721045
173,1,0,0,0.0474,-0.003466752
418,2,0,0,0.0474,0.052126717
696,1,0,0,0.2689,-0.004164413
671,1,0,0,0.0474,0.014876041
774,1,0,0,0.0474,0.14922056
325,3,0,0,0.0474,0.12104733
588,1,1,1,0.9526,0.5762166
440,1,0,0,0.0474,0.04136163
521,2,0,0,0.0474,0.31397998
387,2,1,1,0.9526,1.0960976
77,6,0,0,0.0474,0.034363285
354,6,1,1,0.9526,0.58662254
303,2,0,0,0.0474,0.054129444
259,4,0,0,0.0474,0.16027226
580,1,0,0,0.2689,0.020401103
287,2,0,0,0.2689,0.16486856
98,1,0,0,0.0474,0.27345204
676,3,1,1,0.9526,0.8787307
410,1,0,0,0.0474,0.05260386
227,2,0,0,0.0474,-0.036106892
45,2,1,0,0.9526,0.05830078
800,1,0,1,0.2689,0.7683434
345,7,1,1,0.9526,0.6697257
77,4,0,0,0.0474,0.3657511
232,2,1,1,0.9526,1.0082021
394,2,1,1,0.9526,0.9592456
250,8,0,0,0.0474,0.14560723
376,1,0,1,0.2689,0.696765
312,3,0,0,0.0474,-0.0382513
541,1,0,0,0.0474,0.045977414
673,2,0,0,0.0474,0.05075627
