comment_id,sentence_pos,stereotype,stereotype_pred,stereotype_soft,stereotype_pred_soft
32,5,0,1,0.0474,0.6205477
741,3,1,1,0.9526,0.74994886
267,1,1,1,0.9526,0.64932424
362,1,0,1,0.0474,0.7334271
267,2,0,1,0.0474,0.69727623
11,2,0,1,0.0474,0.5828749
179,1,0,1,0.0474,0.7337688
210,1,0,1,0.0474,0.6328217
377,1,0,0,0.0474,0.3839684
468,1,0,0,0.0474,0.0031238068
794,2,1,1,0.9526,0.839622
692,1,0,0,0.2689,0.12305402
103,1,0,0,0.0474,0.41458106
63,1,1,1,0.9526,0.8171492
229,1,0,1,0.0474,0.83180815
110,3,0,0,0.0474,0.28221023
390,6,0,1,0.0474,0.6536515
34,3,0,1,0.0474,0.584545
778,3,0,0,0.0474,0.12115957
118,3,0,1,0.2689,0.6649765
781,3,0,0,0.2689,0.403088
528,2,0,0,0.2689,0.31919
264,12,0,0,0.0474,0.4580106
412,4,0,0,0.2689,0.22049049
598,2,0,0,0.2689,0.2495938
718,2,0,0,0.0474,0.23115103
127,1,0,1,0.0474,0.5016269
188,1,0,1,0.0474,0.50634044
666,1,0,0,0.2689,0.49361137
318,11,1,1,0.9526,0.6764728
288,1,0,0,0.0474,0.37275997
162,1,0,1,0.0474,0.71330667
8,1,0,1,0.0474,0.5209846
412,7,1,1,0.9526,0.76380974
824,4,1,1,0.9526,0.6950792
561,1,1,1,0.9526,0.69768256
539,1,0,1,0.0474,0.5904967
816,1,0,0,0.0474,0.18812929
584,1,0,0,0.0474,0.2759126
419,1,0,0,0.2689,0.10272856
764,1,1,1,0.9526,0.8022168
353,3,0,0,0.0474,0.282708
433,1,0,0,0.0474,0.0040155333
762,1,1,1,0.9526,0.80679256
250,13,0,0,0.0474,0.4086953
288,2,0,0,0.0474,0.42375514
327,1,0,0,0.0474,0.23606977
264,22,0,0,0.0474,0.16708198
190,2,0,0,0.2689,0.38804272
229,2,0,0,0.0474,0.32964864
583,1,0,0,0.0474,0.19151273
632,7,1,1,0.9526,0.8164788
797,2,0,1,0.2689,0.82199925
675,1,0,1,0.2689,0.70723313
109,2,0,1,0.0474,0.77451324
331,1,1,1,0.9526,0.83191675
501,6,0,0,0.0474,0.03154008
323,1,0,0,0.0474,0.39510953
613,1,1,1,0.9526,0.68468314
570,2,1,1,0.9526,0.85701954
710,3,1,0,0.9526,0.2758483
318,17,1,1,0.9526,0.73825127
297,2,0,1,0.0474,0.50815797
622,4,0,1,0.0474,0.5230358
288,5,0,0,0.2689,0.30907747
299,5,0,0,0.0474,0.2670981
290,2,0,0,0.2689,0.06442621
51,1,0,1,0.0474,0.69578296
372,1,0,0,0.0474,0.20047066
313,1,0,0,0.0474,0.12415932
150,2,1,1,0.9526,0.6989006
264,18,0,0,0.0474,0.14731358
740,3,0,0,0.0474,0.12693828
659,2,1,1,0.9526,0.6727343
210,2,0,0,0.0474,0.4677037
191,1,0,0,0.0474,0.038967296
185,1,0,1,0.0474,0.8503408
468,2,1,0,0.9526,0.30205825
169,1,1,0,0.9526,0.47294292
701,1,0,0,0.2689,0.27146724
588,2,1,0,0.9526,0.19790585
264,1,0,0,0.0474,0.13983071
774,9,0,0,0.0474,0.19578049
130,1,0,1,0.2689,0.64319474
699,1,0,0,0.0474,0.23002851
369,3,0,1,0.0474,0.54093325
55,1,0,0,0.0474,0.41484806
339,1,1,1,0.9526,0.5951767
201,1,1,1,0.9526,0.8688143
22,2,0,1,0.0474,0.6291389
280,3,1,1,0.9526,0.65227604
257,3,1,1,0.9526,0.63065743
477,1,0,0,0.0474,0.02713438
95,3,0,0,0.0474,0.34218058
145,2,1,1,0.9526,0.56460375
618,4,0,0,0.0474,0.28836522
265,1,0,0,0.0474,0.21768437
641,1,0,0,0.0474,0.12663166
755,1,1,1,0.9526,0.5649281
759,2,0,1,0.0474,0.52512294
157,1,0,0,0.0474,0.21114108
811,2,1,1,0.9526,0.7957116
793,3,1,0,0.9526,0.37100643
37,3,1,1,0.9526,0.5949531
264,8,0,1,0.2689,0.56977606
596,2,0,0,0.0474,0.40401968
374,1,0,0,0.0474,0.022555092
35,1,1,1,0.9526,0.7632858
321,1,0,1,0.0474,0.5519809
34,2,0,0,0.0474,0.41229317
79,1,0,0,0.0474,0.2624418
322,4,0,1,0.2689,0.7921431
273,4,1,1,0.9526,0.7537344
397,6,0,0,0.0474,0.06785946
235,2,0,0,0.0474,0.061079368
228,1,0,0,0.0474,0.38438955
490,1,1,0,0.9526,0.16932207
814,4,1,1,0.9526,0.6051414
465,2,0,0,0.2689,0.3156184
265,2,0,0,0.0474,0.029309535
453,7,0,0,0.0474,-0.0034964886
311,5,1,1,0.9526,0.8859592
37,1,0,1,0.2689,0.7605084
693,1,1,0,0.9526,0.37347767
290,4,0,0,0.2689,0.48581073
608,2,1,1,0.9526,0.85007375
487,4,0,0,0.0474,0.2076864
571,1,0,0,0.2689,0.3511295
419,2,0,0,0.0474,0.29553422
498,3,0,0,0.0474,0.08104138
787,2,0,1,0.0474,0.87016773
202,1,0,1,0.0474,0.57877284
484,2,0,1,0.0474,0.5444936
784,1,0,1,0.2689,0.72095615
493,5,0,0,0.0474,0.47657463
12,1,0,0,0.0474,0.35017374
506,1,1,1,0.9526,0.5815849
719,1,1,1,0.9526,0.77940863
562,1,1,1,0.9526,0.67022717
525,2,0,0,0.0474,0.0589693
664,1,0,0,0.0474,0.11335915
459,2,0,0,0.0474,0.4507346
632,6,1,1,0.9526,0.7017115
640,2,0,0,0.0474,0.19371146
46,3,0,0,0.0474,0.19738707
297,1,0,1,0.0474,0.5727113
494,4,1,1,0.9526,0.8518468
143,1,1,1,0.9526,0.7691334
432,3,0,0,0.0474,-0.0016513822
697,1,1,1,0.9526,0.73442215
708,1,0,1,0.0474,0.968445
83,1,0,0,0.0474,0.32961515
664,3,0,0,0.0474,0.08402834
108,1,1,1,0.9526,0.8735738
355,3,0,0,0.0474,0.101388015
412,1,0,0,0.0474,0.07547459
790,1,0,0,0.0474,0.16749337
515,1,0,0,0.2689,0.14106643
655,3,0,0,0.0474,0.22747234
361,3,0,1,0.0474,0.5629368
129,1,0,0,0.0474,0.28278193
371,1,0,0,0.0474,0.02776357
13,1,0,1,0.0474,0.8545132
607,1,1,1,0.9526,0.95766586
703,1,1,1,0.9526,0.76621276
354,4,0,0,0.0474,0.095955074
247,3,0,1,0.2689,0.5547043
389,2,0,1,0.0474,0.71590585
410,2,0,0,0.0474,0.01672853
390,1,0,0,0.0474,0.17825669
94,1,0,0,0.0474,0.37318352
264,4,0,1,0.0474,0.7212932
437,1,1,1,0.9526,0.74253947
373,3,0,0,0.0474,0.015457844
516,1,0,0,0.2689,0.4504113
20,1,0,0,0.0474,0.20140289
638,1,0,0,0.0474,0.17804673
283,1,0,0,0.0474,0.020581024
624,1,0,1,0.2689,0.5901693
351,3,0,0,0.0474,-0.0043615233
99,1,1,1,0.9526,0.8277512
397,1,0,0,0.0474,0.11874532
724,2,0,0,0.0474,0.23103903
243,5,1,1,0.9526,0.54281837
30,2,0,0,0.0474,0.24743555
540,1,1,1,0.9526,0.81939715
772,2,1,1,0.9526,0.72586644
342,5,1,1,0.9526,0.7385219
392,1,0,0,0.0474,0.01742532
632,1,0,0,0.0474,0.19942752
313,2,0,0,0.0474,0.11919906
158,1,0,1,0.0474,0.74780196
663,3,0,0,0.0474,0.0827866
754,1,1,1,0.9526,0.7474436
54,3,0,1,0.0474,0.77444124
230,1,0,1,0.0474,0.5144432
668,3,0,0,0.0474,0.054344956
253,5,0,0,0.0474,0.020541871
352,4,0,0,0.0474,0.015531873
734,2,1,1,0.9526,0.8025365
216,1,1,1,0.9526,0.8711098
366,2,1,1,0.9526,0.53990513
507,4,0,0,0.0474,0.15720119
188,3,0,0,0.0474,0.3035932
712,1,0,0,0.0474,0.11816035
781,6,1,1,0.9526,0.77597713
763,2,0,0,0.0474,0.03582397
344,5,0,0,0.0474,0.09448928
713,3,0,0,0.2689,0.33592686
481,2,0,0,0.0474,0.0709112
294,1,0,0,0.0474,0.035136037
33,1,0,1,0.0474,0.572724
509,1,0,0,0.0474,0.20366254
792,1,0,0,0.0474,0.24328408
795,1,0,1,0.2689,0.6692556
239,2,0,0,0.0474,0.25286126
569,1,1,1,0.9526,0.726966
172,2,0,0,0.0474,0.37523022
684,1,0,1,0.2689,0.56829184
751,1,0,0,0.2689,0.37797213
164,1,1,1,0.9526,0.8120673
373,1,1,0,0.9526,0.34793124
322,3,0,0,0.2689,0.48735592
386,2,1,1,0.9526,0.60391706
789,1,0,1,0.0474,0.548913
649,1,0,0,0.0474,0.34111425
798,1,0,0,0.0474,0.07230074
614,3,0,0,0.0474,0.19829205
206,1,0,1,0.0474,0.8232167
794,4,1,1,0.9526,0.5991617
305,2,0,1,0.2689,0.5626864
457,2,0,0,0.0474,0.02458174
340,4,0,0,0.2689,0.37599027
135,1,1,1,0.9526,0.77431583
352,5,0,0,0.0474,0.19935799
121,5,0,1,0.2689,0.63796145
317,1,0,0,0.0474,0.31893125
205,1,0,0,0.0474,0.36474612
565,1,0,0,0.0474,0.22337884
560,3,0,1,0.2689,0.5981045
314,2,1,1,0.9526,0.84918994
276,1,1,1,0.9526,0.5767691
34,4,1,1,0.9526,0.8552742
495,2,1,1,0.9526,0.7409723
133,1,0,1,0.0474,0.7042828
24,1,1,1,0.9526,0.76141834
210,3,0,0,0.0474,0.14741343
180,1,0,0,0.0474,0.19101053
493,4,0,1,0.0474,0.545822
536,1,0,0,0.0474,0.20724197
247,1,0,0,0.0474,0.40331888
503,1,0,0,0.0474,0.06269138
344,3,0,0,0.0474,0.41450825
533,1,0,0,0.0474,0.14309694
235,4,0,0,0.2689,0.32923377
347,2,0,0,0.0474,0.21711382
774,8,0,1,0.0474,0.6775435
500,1,0,0,0.0474,0.45385894
551,1,1,1,0.9526,0.6691867
797,3,0,1,0.2689,0.81736654
698,1,0,0,0.2689,0.38059363
742,1,0,0,0.0474,0.18459088
494,5,0,0,0.0474,0.029434929
259,2,0,0,0.0474,0.1206107
639,1,1,0,0.9526,0.31185856
67,1,0,1,0.0474,0.5631259
402,1,0,0,0.0474,-0.0028488915
318,10,0,0,0.2689,0.41896126
774,5,0,0,0.0474,0.33610824
612,1,1,1,0.9526,0.78366154
615,1,0,0,0.0474,0.33808616
821,2,0,0,0.0474,0.32391685
143,2,0,0,0.0474,0.35472578
93,1,1,1,0.9526,0.8135883
345,1,0,0,0.0474,0.11851272
124,2,0,1,0.0474,0.5057845
550,1,1,1,0.9526,0.7889423
822,1,0,0,0.0474,0.1294533
317,4,0,1,0.2689,0.7524968
192,2,0,0,0.0474,0.2149746
516,5,0,1,0.0474,0.7229312
523,2,0,0,0.0474,0.04207433
401,2,0,0,0.0474,0.01202959
291,2,0,0,0.0474,0.097670846
635,2,0,0,0.2689,0.35792297
596,1,0,0,0.2689,0.21648505
128,3,0,1,0.0474,0.7068538
787,5,1,1,0.9526,0.9217752
514,1,1,0,0.9526,0.28101695
259,6,0,0,0.0474,0.2085591
226,3,0,0,0.0474,0.1292568
393,2,0,0,0.0474,0.041320853
595,1,0,0,0.0474,0.09514925
681,1,1,1,0.9526,0.8792519
304,3,0,0,0.0474,0.36056146
599,1,1,1,0.9526,0.8683203
613,7,0,0,0.0474,0.20576458
320,1,1,1,0.9526,0.83692896
659,1,0,0,0.0474,0.3932199
445,1,1,0,0.9526,0.2447729
83,3,1,1,0.9526,0.72253776
153,1,0,1,0.0474,0.7087034
233,2,1,1,0.9526,0.6536774
252,1,0,0,0.0474,0.08708549
159,1,0,0,0.0474,0.32670453
775,2,0,0,0.0474,0.2644599
232,3,0,1,0.0474,0.8368607
662,3,1,1,0.9526,0.56818366
478,3,1,1,0.9526,0.6457779
794,1,0,1,0.2689,0.5718995
394,3,0,0,0.0474,0.40167215
462,1,0,0,0.0474,0.04841994
364,1,1,0,0.9526,0.09499807
802,2,1,0,0.9526,0.34502968
219,2,0,1,0.2689,0.6531283
755,3,0,1,0.0474,0.71031976
275,3,0,0,0.0474,0.011768362
87,1,1,1,0.9526,0.81811196
250,12,0,0,0.0474,0.2813886
742,4,0,0,0.0474,0.37684974
268,2,1,1,0.9526,0.75325763
299,4,0,0,0.0474,0.16330092
182,1,0,0,0.0474,0.27259567
575,1,1,1,0.9526,0.69654256
809,1,0,0,0.0474,0.3185008
394,1,1,0,0.9526,0.21701634
797,1,0,1,0.0474,0.7461944
101,1,1,1,0.9526,0.8857918
4,6,0,1,0.0474,0.63582104
138,1,0,0,0.0474,0.4682764
635,4,0,1,0.0474,0.5007253
717,2,1,1,0.9526,0.70502335
628,2,0,0,0.0474,0.1541363
239,1,0,0,0.0474,0.4236988
264,6,1,1,0.9526,0.63065743
333,2,0,1,0.0474,0.7445653
632,5,1,1,0.9526,0.7803415
339,2,1,1,0.9526,0.90276563
234,3,0,1,0.0474,0.66652256
101,2,0,0,0.0474,0.48030463
328,3,1,1,0.9526,0.53208435
443,1,0,1,0.0474,0.51578
291,1,0,0,0.0474,0.04328733
516,2,0,0,0.2689,0.46249586
432,1,0,0,0.0474,0.2761442
273,7,1,1,0.9526,0.5790046
774,7,0,1,0.0474,0.7285213
321,2,1,1,0.9526,0.5647711
499,1,0,0,0.0474,0.036679816
708,2,0,0,0.0474,0.31739464
231,1,0,1,0.0474,1.0042341
411,2,1,1,0.9526,0.51118255
165,1,1,1,0.9526,0.7622978
28,1,0,1,0.0474,0.7042828
743,1,0,0,0.0474,0.14526945
236,1,1,1,0.9526,0.80057174
345,5,1,1,0.9526,0.91905624
19,1,0,0,0.0474,0.25708404
46,4,0,0,0.0474,0.38498336
145,1,0,0,0.0474,0.39776596
745,2,0,1,0.2689,0.6689568
192,1,0,0,0.0474,0.1140427
46,5,0,0,0.0474,0.3619021
349,3,0,1,0.0474,0.6800672
47,5,0,0,0.0474,0.22828174
515,2,0,0,0.0474,0.04056072
819,2,0,0,0.2689,0.10835466
341,3,0,0,0.0474,0.07166892
537,1,1,0,0.9526,0.43283096
442,3,0,0,0.0474,0.40145186
343,2,1,1,0.9526,0.74621445
397,7,1,1,0.9526,0.7528197
235,1,1,0,0.9526,0.48335102
434,1,0,0,0.0474,0.12292277
510,1,0,0,0.0474,0.2498723
56,1,0,1,0.0474,0.68635637
591,1,0,0,0.0474,0.25307593
707,2,0,0,0.0474,0.22636876
469,4,0,0,0.0474,0.1841679
419,3,0,0,0.0474,0.07896231
563,2,1,1,0.9526,0.5831195
426,1,0,0,0.2689,0.11492775
405,1,0,0,0.2689,0.3518228
414,1,0,0,0.0474,0.1998154
759,1,0,0,0.0474,0.38865888
614,1,0,1,0.2689,0.5463431
296,1,0,0,0.0474,0.12592386
588,3,0,0,0.0474,0.27449247
627,1,0,0,0.0474,0.16292554
522,1,0,0,0.0474,0.070999965
654,4,1,1,0.9526,0.55892855
491,1,0,0,0.0474,0.03028476
420,1,0,0,0.0474,0.21524912
225,1,1,1,0.9526,0.7641873
632,2,1,0,0.9526,0.25863954
683,1,1,1,0.9526,0.87865084
387,1,0,1,0.0474,0.5680835
280,1,1,0,0.9526,0.27276564
786,7,0,0,0.2689,0.19699922
339,4,1,1,0.9526,0.80907136
115,1,0,0,0.0474,0.094543174
118,1,0,0,0.0474,0.34282944
338,1,1,1,0.9526,0.7048072
707,4,0,0,0.0474,0.20521578
771,2,1,1,0.9526,0.54465944
79,2,0,0,0.0474,0.3913029
481,3,0,0,0.0474,0.034316603
445,2,0,0,0.0474,-0.008251382
139,1,0,0,0.2689,0.21663041
72,1,0,0,0.0474,0.08901209
485,1,1,1,0.9526,0.8118635
381,1,1,1,0.9526,0.6648257
287,1,0,0,0.0474,0.13148887
318,9,0,0,0.2689,0.27082703
645,2,0,0,0.0474,0.27430588
164,2,1,1,0.9526,0.74322855
96,1,0,1,0.0474,0.5275926
431,1,1,1,0.9526,0.74433774
164,5,0,0,0.2689,0.45967498
592,1,0,0,0.2689,0.2672563
32,3,0,0,0.0474,0.4785982
735,1,0,0,0.0474,0.30099308
822,2,0,0,0.0474,0.19969408
519,1,0,0,0.0474,0.110090986
279,4,0,0,0.0474,0.2595298
255,1,0,0,0.0474,0.058795072
577,1,0,0,0.0474,0.35671636
466,2,0,0,0.2689,0.41286305
553,1,0,0,0.0474,0.19660763
502,3,1,1,0.9526,0.59567434
668,2,0,0,0.0474,0.10698801
350,1,0,0,0.0474,0.107489526
263,1,1,1,0.9526,0.70544153
753,1,0,1,0.2689,0.5205382
461,1,0,0,0.0474,0.3298701
455,2,0,0,0.0474,0.17829198
110,1,0,0,0.0474,0.3486093
786,6,1,1,0.9526,0.835559
149,2,1,1,0.9526,0.80778235
463,2,1,1,0.9526,0.747617
661,1,0,0,0.0474,0.15027416
353,6,0,0,0.0474,0.2838569
295,3,0,0,0.0474,0.26115614
198,2,0,0,0.0474,0.46085417
486,2,0,0,0.0474,0.027631039
280,2,1,0,0.9526,0.37890664
530,2,0,0,0.0474,0.11567108
438,1,0,0,0.0474,0.47298867
251,1,0,0,0.0474,0.037044086
674,1,0,0,0.0474,0.18365929
293,1,0,0,0.0474,0.04328807
740,2,0,0,0.0474,0.23289326
805,1,1,1,0.9526,0.752274
383,1,0,0,0.0474,0.034940824
493,1,0,1,0.0474,0.5097225
413,1,0,1,0.2689,0.6277132
339,3,1,1,0.9526,0.748552
821,3,0,1,0.2689,0.61783165
713,4,1,0,0.9526,0.32370698
667,2,0,0,0.2689,0.35569128
753,3,1,0,0.9526,0.47649884
333,1,0,0,0.0474,0.2505903
576,1,1,1,0.9526,0.76526475
429,1,0,0,0.2689,0.3375115
253,3,0,1,0.2689,0.6802594
746,2,0,0,0.0474,0.12717398
145,4,0,1,0.0474,0.53932995
763,3,0,1,0.0474,0.59521973
196,1,0,1,0.0474,0.7939814
439,1,0,0,0.2689,0.12365626
121,1,0,1,0.0474,0.9259255
774,4,0,0,0.0474,0.48626903
730,1,0,0,0.0474,0.13716973
106,1,0,1,0.0474,0.688939
740,1,0,0,0.0474,0.41420224
637,1,0,0,0.0474,0.46595845
30,1,0,0,0.0474,0.33125773
653,1,0,0,0.0474,0.101870336
648,1,0,0,0.0474,0.2681547
200,1,1,1,0.9526,0.8032301
398,1,0,1,0.0474,0.71333736
270,1,1,1,0.9526,0.6334904
687,1,0,0,0.0474,0.090662956
660,2,0,0,0.0474,0.19252162
592,2,1,1,0.9526,0.76507485
318,18,1,1,0.9526,0.57363796
354,2,0,1,0.0474,0.6044224
317,2,1,1,0.9526,0.7529225
53,2,0,1,0.0474,0.5971693
497,2,0,1,0.0474,0.6468969
411,1,1,1,0.9526,0.6072736
260,1,0,0,0.0474,0.0959203
259,1,1,1,0.9526,0.51460487
38,3,0,1,0.0474,0.6058677
621,1,0,0,0.0474,0.26557645
365,1,0,0,0.0474,0.25523475
209,1,0,1,0.0474,0.50223964
702,3,1,1,0.9526,0.7191631
39,2,0,0,0.0474,0.45944625
697,2,0,1,0.2689,0.75599664
178,1,0,1,0.2689,0.5368148
402,2,0,0,0.0474,0.038094133
632,3,0,0,0.0474,0.23368052
301,1,0,1,0.2689,0.5726563
341,1,1,1,0.9526,0.83759826
421,1,0,0,0.0474,0.022842428
243,6,0,1,0.0474,0.74206835
252,5,0,0,0.2689,0.048152894
606,1,0,0,0.0474,0.3421345
149,3,0,1,0.2689,0.75258195
667,1,0,0,0.0474,0.2077743
820,5,0,0,0.0474,0.24239917
542,1,0,1,0.2689,0.51888996
608,1,0,1,0.0474,0.549287
488,1,0,0,0.0474,0.042310204
404,4,1,1,0.9526,0.68877274
817,1,1,1,0.9526,0.78465277
787,6,0,0,0.2689,0.2924465
785,1,0,1,0.2689,0.89646477
177,1,0,1,0.2689,0.81873935
799,2,0,0,0.2689,0.20537594
676,1,1,0,0.9526,0.46371803
412,6,0,0,0.2689,0.35416064
469,2,1,0,0.7311,0.30794936
327,4,0,1,0.0474,0.5425461
89,1,0,1,0.0474,0.6762495
554,1,0,0,0.0474,0.17320353
280,6,0,0,0.0474,0.044276662
40,2,0,0,0.0474,0.045404647
566,1,0,0,0.2689,0.31246677
782,1,1,1,0.9526,0.7824331
245,2,0,1,0.0474,0.53060764
27,1,0,1,0.0474,0.64262664
614,2,0,0,0.2689,0.040532418
111,1,0,0,0.0474,0.15225512
50,3,0,0,0.0474,0.44202927
656,1,0,0,0.0474,0.13590269
602,1,1,0,0.9526,0.362573
788,2,0,0,0.0474,0.07060225
86,1,0,0,0.0474,0.098220915
307,4,0,0,0.0474,0.3718848
281,1,0,0,0.0474,0.03398373
669,1,0,0,0.0474,0.10238429
5,2,1,1,0.9526,0.6775821
234,1,0,0,0.0474,0.42326578
527,1,0,0,0.0474,0.42118776
149,1,0,1,0.2689,0.70721346
715,3,0,0,0.0474,0.16674101
235,3,0,0,0.0474,0.14036092
703,2,1,0,0.9526,0.3785626
724,3,0,0,0.0474,0.114554636
12,2,0,0,0.0474,0.22057207
345,2,1,0,0.9526,0.3608527
508,1,0,0,0.0474,0.46716788
109,4,0,1,0.0474,0.57465905
316,1,0,0,0.0474,0.35278466
176,1,0,1,0.0474,0.62441033
269,2,0,0,0.0474,0.008330362
441,1,1,1,0.9526,0.82292724
524,3,0,0,0.0474,0.08927587
478,4,0,0,0.0474,0.42636365
187,1,1,1,0.9526,0.7983479
71,1,0,1,0.2689,0.6042682
198,1,0,1,0.0474,0.6037317
39,1,0,0,0.0474,0.3115888
22,1,0,1,0.0474,0.59747165
249,3,1,1,0.9526,0.7107007
77,3,0,1,0.0474,0.8366324
483,1,0,0,0.0474,0.031696826
563,1,1,1,0.9526,0.6984043
483,3,0,0,0.0474,0.09422893
671,2,0,1,0.0474,0.8792655
256,3,1,1,0.9526,0.73639023
90,1,1,1,0.9526,0.5232845
599,2,1,1,0.9526,0.87698513
309,1,0,1,0.0474,0.554923
654,2,1,1,0.9526,0.78481644
264,2,0,0,0.0474,0.27905822
188,5,0,1,0.0474,0.62053555
556,1,1,1,0.9526,0.8845082
808,1,0,0,0.0474,0.31955177
476,1,0,0,0.0474,0.019200878
774,2,0,0,0.0474,0.10924888
361,2,0,0,0.0474,0.22880533
288,4,0,1,0.0474,0.66884714
391,2,0,1,0.0474,0.5115397
124,1,1,1,0.9526,0.6457811
334,1,1,1,0.9526,0.75386417
811,3,1,0,0.9526,0.15320739
166,1,1,0,0.9526,0.19828185
237,3,0,1,0.0474,0.86809826
781,7,0,0,0.2689,0.49594653
344,2,0,0,0.0474,0.31546825
164,4,0,1,0.2689,0.85427564
235,5,0,0,0.0474,0.20380221
204,1,0,1,0.2689,0.88137674
273,3,0,0,0.0474,0.19586113
495,1,1,0,0.9526,0.45170495
91,1,0,0,0.0474,0.33406755
325,4,0,0,0.0474,0.21932209
297,3,0,0,0.0474,0.06626811
730,3,0,0,0.0474,0.2075047
429,2,0,0,0.0474,0.06340784
572,1,1,1,0.9526,0.730293
761,2,0,0,0.2689,0.43892464
156,1,0,0,0.0474,0.35063106
503,2,1,1,0.9526,0.84054893
246,4,0,0,0.2689,0.025293568
512,1,0,0,0.0474,0.0668233
433,2,0,0,0.0474,0.037532724
207,2,1,1,0.9526,1.0012906
786,5,0,0,0.0474,0.4059848
47,3,0,0,0.0474,0.27365756
55,3,0,0,0.0474,0.042291664
494,1,1,0,0.9526,0.3642523
763,1,0,1,0.2689,0.5106315
193,1,0,0,0.0474,0.18093261
665,1,0,0,0.0474,0.21269608
315,1,1,1,0.9526,0.7281977
326,2,1,1,0.9526,0.67757696
107,1,0,1,0.0474,0.8981076
492,2,0,1,0.0474,0.554733
66,1,1,1,0.9526,0.8463742
660,1,0,0,0.0474,0.15170515
525,1,0,0,0.0474,0.031464763
400,1,0,0,0.0474,0.24334404
747,1,0,0,0.0474,0.26477358
425,2,0,0,0.0474,0.23483263
766,1,0,0,0.0474,0.46238682
604,4,1,1,0.9526,0.66896033
325,2,0,0,0.0474,0.44658956
323,4,0,0,0.0474,0.07730346
4,1,0,1,0.0474,0.6207318
706,1,0,1,0.0474,0.69728017
502,2,0,0,0.0474,0.0041209627
147,4,1,1,0.9526,0.9181626
152,1,1,1,0.9526,0.79768753
299,2,1,1,0.9526,0.8706713
597,1,0,0,0.0474,0.121812
528,3,0,1,0.2689,0.67850953
57,1,0,1,0.0474,0.5167651
472,2,1,1,0.9526,0.75208324
173,1,0,0,0.0474,0.20376186
418,2,0,0,0.0474,0.044802193
696,1,0,0,0.2689,0.0358719
671,1,0,0,0.0474,0.34759364
774,1,0,0,0.0474,0.33210918
325,3,0,0,0.0474,0.30344015
588,1,1,1,0.9526,0.6564102
440,1,0,0,0.0474,0.014851296
521,2,0,0,0.0474,0.039903987
387,2,1,1,0.9526,0.89634836
77,6,0,0,0.0474,0.15039511
354,6,1,1,0.9526,0.77415854
303,2,0,0,0.0474,0.20345193
259,4,0,0,0.0474,0.36424056
580,1,0,0,0.2689,0.14547338
287,2,0,1,0.2689,0.56760556
98,1,0,1,0.0474,0.5527765
676,3,1,1,0.9526,0.58434093
410,1,0,0,0.0474,-0.0037827622
227,2,0,0,0.0474,0.038687605
45,2,1,0,0.9526,0.21555495
800,1,0,1,0.2689,0.78694445
345,7,1,1,0.9526,0.7389572
77,4,0,1,0.0474,0.54110664
232,2,1,1,0.9526,0.8165956
394,2,1,1,0.9526,0.73505884
250,8,0,0,0.0474,0.43071523
376,1,0,1,0.2689,0.6226877
312,3,0,0,0.0474,0.04682979
541,1,0,0,0.0474,0.13652578
673,2,0,0,0.0474,0.082098044
511,2,0,0,0.0474,0.0182408
243,2,0,1,0.0474,0.71451366
382,4,0,0,0.0474,0.04541059
