comment_id,sentence_pos,stereotype,stereotype_pred,softmax_confidence,temperature
666,1,0,0,0.8289049,
318,11,1,0,0.6115035,
288,1,0,0,0.921237,
162,1,0,0,0.9339688,
8,1,0,0,0.91219956,
412,7,1,1,0.76165795,
824,4,1,0,0.6882881,
561,1,1,0,0.5521309,
539,1,0,0,0.51110786,
816,1,0,0,0.8520475,
584,1,0,0,0.8618153,
419,1,0,0,0.9288915,
764,1,1,1,0.80547833,
353,3,0,0,0.88754666,
433,1,0,0,0.9486549,
762,1,1,1,0.69118094,
250,13,0,0,0.7168334,
288,2,0,0,0.86279714,
327,1,0,0,0.9508484,
264,22,0,0,0.9368866,
190,2,0,0,0.943098,
229,2,0,0,0.79161876,
583,1,0,0,0.948464,
632,7,1,1,0.810218,
797,2,0,0,0.6327914,
675,1,0,0,0.5292577,
109,2,0,0,0.85441846,
331,1,1,1,0.71563333,
501,6,0,0,0.94346994,
323,1,0,0,0.7463977,
613,1,1,1,0.77123225,
570,2,1,1,0.58171505,
710,3,1,0,0.93000615,
318,17,1,1,0.5329025,
297,2,0,0,0.75535,
622,4,0,0,0.6367721,
288,5,0,0,0.93599373,
299,5,0,0,0.9436373,
290,2,0,0,0.91408306,
51,1,0,0,0.9467288,
372,1,0,0,0.6330778,
313,1,0,0,0.9455186,
150,2,1,0,0.78632647,
264,18,0,0,0.9450944,
740,3,0,0,0.90013254,
659,2,1,1,0.79462814,
210,2,0,0,0.8851455,
191,1,0,0,0.9519647,
185,1,0,0,0.66419125,
468,2,1,0,0.6351519,
169,1,1,0,0.8385267,
701,1,0,0,0.92569435,
588,2,1,0,0.9012483,
264,1,0,0,0.93438506,
774,9,0,0,0.9407699,
130,1,0,0,0.8479648,
699,1,0,0,0.94427717,
369,3,0,0,0.7569598,
55,1,0,0,0.87440985,
339,1,1,0,0.9198246,
201,1,1,1,0.845672,
22,2,0,0,0.8676454,
280,3,1,0,0.8573601,
257,3,1,0,0.67923766,
477,1,0,0,0.9357579,
95,3,0,0,0.9505616,
145,2,1,0,0.86006606,
618,4,0,0,0.6837909,
265,1,0,0,0.80262625,
641,1,0,0,0.9453805,
755,1,1,0,0.6399017,
759,2,0,0,0.78771955,
157,1,0,0,0.9351137,
811,2,1,0,0.60327286,
793,3,1,0,0.8254994,
37,3,1,0,0.6191851,
264,8,0,0,0.50875056,
596,2,0,0,0.79879475,
374,1,0,0,0.9449794,
35,1,1,0,0.6885434,
321,1,0,0,0.9270637,
34,2,0,0,0.9072443,
79,1,0,0,0.94092524,
322,4,0,0,0.8199297,
273,4,1,0,0.88277876,
397,6,0,0,0.9224492,
235,2,0,0,0.9536393,
228,1,0,0,0.9451516,
490,1,1,0,0.8910048,
814,4,1,0,0.9218679,
465,2,0,0,0.9237487,
265,2,0,0,0.9540343,
453,7,0,0,0.945951,
311,5,1,0,0.6340265,
37,1,0,1,0.7310456,
693,1,1,0,0.83553743,
290,4,0,0,0.5540285,
608,2,1,1,0.807009,
487,4,0,0,0.8571768,
571,1,0,0,0.93912023,
419,2,0,0,0.75933695,
498,3,0,0,0.9367897,
787,2,0,1,0.6695821,
202,1,0,0,0.94324934,
484,2,0,0,0.561089,
784,1,0,0,0.660057,
493,5,0,0,0.70254207,
12,1,0,0,0.84713185,
506,1,1,1,0.5670411,
719,1,1,1,0.8185517,
562,1,1,1,0.59820616,
525,2,0,0,0.93519014,
664,1,0,0,0.9502547,
459,2,0,0,0.8027598,
632,6,1,1,0.81826466,
640,2,0,0,0.9518317,
46,3,0,0,0.9427031,
297,1,0,0,0.69353926,
494,4,1,1,0.79726166,
143,1,1,1,0.80227983,
432,3,0,0,0.93717694,
697,1,1,0,0.5210713,
708,1,0,0,0.5779694,
83,1,0,0,0.9487678,
664,3,0,0,0.9372446,
108,1,1,1,0.7414145,
355,3,0,0,0.91123855,
412,1,0,0,0.90920585,
790,1,0,0,0.9473444,
515,1,0,0,0.9266382,
655,3,0,0,0.9468578,
361,3,0,0,0.562036,
129,1,0,0,0.94253004,
371,1,0,0,0.9485975,
13,1,0,1,0.7259683,
607,1,1,1,0.85155356,
703,1,1,1,0.66768783,
354,4,0,0,0.89707315,
247,3,0,1,0.6027015,
389,2,0,1,0.5930393,
410,2,0,0,0.95210373,
390,1,0,0,0.9007211,
94,1,0,0,0.9259115,
264,4,0,0,0.6692885,
437,1,1,1,0.73506093,
373,3,0,0,0.9454586,
516,1,0,0,0.841594,
20,1,0,0,0.9431908,
638,1,0,0,0.9475979,
283,1,0,0,0.94106084,
624,1,0,1,0.7656423,
351,3,0,0,0.95057255,
99,1,1,1,0.750256,
397,1,0,0,0.9325413,
724,2,0,0,0.9396018,
243,5,1,0,0.5063684,
30,2,0,0,0.94337654,
540,1,1,1,0.8287747,
772,2,1,1,0.82532895,
342,5,1,1,0.7430442,
392,1,0,0,0.9376437,
632,1,0,0,0.9281633,
313,2,0,0,0.93315554,
158,1,0,0,0.9232584,
663,3,0,0,0.93307424,
754,1,1,0,0.8670344,
54,3,0,0,0.6943352,
230,1,0,0,0.9279591,
668,3,0,0,0.92858195,
253,5,0,0,0.95209455,
352,4,0,0,0.944865,
734,2,1,1,0.69447845,
216,1,1,1,0.867484,
366,2,1,0,0.8606343,
507,4,0,0,0.9299567,
188,3,0,0,0.9260436,
712,1,0,0,0.8788919,
781,6,1,1,0.76511055,
763,2,0,0,0.9457328,
344,5,0,0,0.947155,
713,3,0,0,0.8763261,
481,2,0,0,0.94976526,
294,1,0,0,0.93415374,
33,1,0,0,0.8988462,
509,1,0,0,0.92758334,
792,1,0,0,0.9192439,
795,1,0,0,0.8735631,
239,2,0,0,0.94453055,
569,1,1,1,0.81610864,
172,2,0,0,0.9293435,
684,1,0,0,0.60164946,
751,1,0,0,0.8831375,
164,1,1,1,0.81853384,
373,1,1,0,0.7201918,
322,3,0,0,0.8042036,
386,2,1,0,0.857752,
789,1,0,0,0.8113714,
649,1,0,0,0.93855107,
798,1,0,0,0.94271374,
614,3,0,0,0.8778858,
206,1,0,1,0.61999077,
794,4,1,0,0.876839,
305,2,0,0,0.6523214,
457,2,0,0,0.94529176,
340,4,0,0,0.8962138,
135,1,1,0,0.68889123,
352,5,0,0,0.92281914,
121,5,0,0,0.5592204,
317,1,0,0,0.95174843,
205,1,0,0,0.94800776,
565,1,0,0,0.9436689,
560,3,0,0,0.90280855,
314,2,1,1,0.84174114,
276,1,1,0,0.7838841,
34,4,1,1,0.8803748,
495,2,1,1,0.55056804,
133,1,0,0,0.9369434,
24,1,1,1,0.6644556,
210,3,0,0,0.94386744,
180,1,0,0,0.94076717,
493,4,0,0,0.9123684,
536,1,0,0,0.89542276,
247,1,0,0,0.84359014,
503,1,0,0,0.9300907,
344,3,0,0,0.6601175,
533,1,0,0,0.9411361,
235,4,0,0,0.86023074,
347,2,0,0,0.89712465,
774,8,0,1,0.5104509,
500,1,0,1,0.7162157,
551,1,1,0,0.6941179,
797,3,0,0,0.5692762,
698,1,0,0,0.7276248,
742,1,0,0,0.90330607,
494,5,0,0,0.9439921,
259,2,0,0,0.9370041,
639,1,1,0,0.8275486,
67,1,0,0,0.9489935,
402,1,0,0,0.9359898,
318,10,0,0,0.8598986,
774,5,0,0,0.8250067,
612,1,1,1,0.5957843,
615,1,0,0,0.89162695,
821,2,0,0,0.9514929,
143,2,0,0,0.81951314,
93,1,1,1,0.65116996,
345,1,0,0,0.93758774,
124,2,0,0,0.92317575,
550,1,1,1,0.8697341,
822,1,0,0,0.95125663,
317,4,0,1,0.7291701,
192,2,0,0,0.9456671,
516,5,0,1,0.6286894,
523,2,0,0,0.95195127,
401,2,0,0,0.9430593,
291,2,0,0,0.94914615,
635,2,0,0,0.93090373,
596,1,0,0,0.5434458,
128,3,0,0,0.7595949,
787,5,1,1,0.7967719,
514,1,1,0,0.90689194,
259,6,0,0,0.9184156,
226,3,0,0,0.9288593,
393,2,0,0,0.93685675,
595,1,0,0,0.9384558,
681,1,1,1,0.87140614,
304,3,0,0,0.74542207,
599,1,1,1,0.8449426,
613,7,0,0,0.94518876,
320,1,1,1,0.86378986,
659,1,0,0,0.73815155,
445,1,1,0,0.7060386,
83,3,1,1,0.78909826,
153,1,0,0,0.948225,
233,2,1,1,0.53121364,
252,1,0,0,0.9039017,
159,1,0,0,0.9305912,
775,2,0,0,0.836414,
232,3,0,0,0.9173412,
662,3,1,1,0.6316973,
478,3,1,1,0.812077,
794,1,0,0,0.9221266,
394,3,0,0,0.9340006,
462,1,0,0,0.94668394,
364,1,1,0,0.88362616,
802,2,1,0,0.8878822,
219,2,0,0,0.9227911,
755,3,0,1,0.54559666,
275,3,0,0,0.95314574,
87,1,1,1,0.86376756,
250,12,0,0,0.78311944,
742,4,0,0,0.81486833,
268,2,1,0,0.5870873,
299,4,0,0,0.93068206,
182,1,0,0,0.9461981,
575,1,1,1,0.8271537,
809,1,0,0,0.9296965,
394,1,1,0,0.9054418,
797,1,0,1,0.65979946,
101,1,1,1,0.75474274,
4,6,0,0,0.7039926,
138,1,0,0,0.8651572,
635,4,0,1,0.59894204,
717,2,1,1,0.7144407,
628,2,0,0,0.95106715,
239,1,0,0,0.6571528,
264,6,1,0,0.67923766,
333,2,0,0,0.90151435,
632,5,1,1,0.6754496,
339,2,1,1,0.86027044,
234,3,0,0,0.7163147,
101,2,0,0,0.9219273,
328,3,1,0,0.6457118,
443,1,0,1,0.5291814,
291,1,0,0,0.9523092,
516,2,0,0,0.66485405,
432,1,0,0,0.88079697,
273,7,1,0,0.81425107,
774,7,0,0,0.56178653,
321,2,1,0,0.7324015,
499,1,0,0,0.90115863,
708,2,0,0,0.86855155,
231,1,0,1,0.5505162,
411,2,1,0,0.63262564,
165,1,1,1,0.53791916,
28,1,0,0,0.9369434,
743,1,0,0,0.95341676,
236,1,1,0,0.62102765,
345,5,1,1,0.50388896,
19,1,0,0,0.9276811,
46,4,0,0,0.94621944,
145,1,0,0,0.9447835,
745,2,0,1,0.7195734,
192,1,0,0,0.94557667,
46,5,0,0,0.8665345,
349,3,0,1,0.603681,
47,5,0,0,0.9274681,
515,2,0,0,0.9444001,
819,2,0,0,0.9493533,
341,3,0,0,0.9457331,
537,1,1,0,0.660983,
442,3,0,0,0.8219194,
343,2,1,1,0.8051075,
397,7,1,0,0.679717,
235,1,1,0,0.6812132,
434,1,0,0,0.8941483,
510,1,0,0,0.9174672,
56,1,0,0,0.9453138,
591,1,0,0,0.92366374,
707,2,0,0,0.9168691,
469,4,0,0,0.8936957,
419,3,0,0,0.9365257,
563,2,1,0,0.7802867,
426,1,0,0,0.94076484,
405,1,0,0,0.76654994,
414,1,0,0,0.5261368,
759,1,0,0,0.8055242,
614,1,0,0,0.7048434,
296,1,0,0,0.9055602,
588,3,0,0,0.941298,
627,1,0,0,0.9430446,
522,1,0,0,0.9387133,
654,4,1,0,0.86502,
491,1,0,0,0.9495832,
420,1,0,0,0.8518377,
225,1,1,1,0.7163176,
632,2,1,0,0.7741504,
683,1,1,1,0.6607938,
387,1,0,0,0.86446613,
280,1,1,0,0.9332397,
786,7,0,0,0.95305985,
339,4,1,1,0.6128711,
115,1,0,0,0.94484776,
118,1,0,0,0.82696337,
338,1,1,0,0.5764336,
707,4,0,0,0.93467385,
771,2,1,1,0.7570366,
79,2,0,0,0.7812685,
481,3,0,0,0.9267476,
445,2,0,0,0.944018,
139,1,0,0,0.5943239,
72,1,0,0,0.9497143,
485,1,1,1,0.78073114,
381,1,1,1,0.79065394,
287,1,0,0,0.94783026,
318,9,0,0,0.8954254,
645,2,0,0,0.9147227,
164,2,1,1,0.7835382,
96,1,0,0,0.840546,
431,1,1,0,0.51559424,
164,5,0,0,0.5476647,
592,1,0,0,0.8827851,
32,3,0,0,0.88763344,
735,1,0,0,0.9237223,
822,2,0,0,0.94833475,
519,1,0,0,0.94556206,
279,4,0,0,0.8754243,
255,1,0,0,0.94948834,
577,1,0,0,0.94064206,
466,2,0,0,0.5251892,
553,1,0,0,0.87545574,
502,3,1,1,0.8174276,
668,2,0,0,0.9530995,
350,1,0,0,0.9457508,
263,1,1,1,0.76279336,
753,1,0,0,0.75126606,
461,1,0,0,0.8991162,
455,2,0,0,0.92178017,
110,1,0,0,0.9468438,
786,6,1,1,0.8462257,
149,2,1,1,0.79981345,
463,2,1,1,0.7537074,
661,1,0,0,0.89916456,
353,6,0,0,0.803054,
295,3,0,0,0.90248376,
198,2,0,0,0.89424896,
486,2,0,0,0.95108473,
280,2,1,0,0.535445,
530,2,0,0,0.9284569,
438,1,0,0,0.7129194,
251,1,0,0,0.95081145,
674,1,0,0,0.9443437,
293,1,0,0,0.9466897,
740,2,0,0,0.8404173,
805,1,1,1,0.85080683,
383,1,0,0,0.94303316,
493,1,0,0,0.8797121,
413,1,0,1,0.59165245,
339,3,1,1,0.7990988,
821,3,0,0,0.92841023,
713,4,1,0,0.9115065,
667,2,0,0,0.94510454,
753,3,1,0,0.88472223,
333,1,0,0,0.89398783,
576,1,1,0,0.5622258,
429,1,0,0,0.9028926,
253,3,0,1,0.6128099,
746,2,0,0,0.9242955,
145,4,0,0,0.93514,
763,3,0,0,0.8405813,
196,1,0,0,0.91477185,
439,1,0,0,0.93050635,
121,1,0,1,0.7843118,
774,4,0,0,0.92218894,
730,1,0,0,0.94612426,
106,1,0,0,0.7970171,
740,1,0,0,0.7343976,
637,1,0,0,0.9496058,
30,1,0,0,0.9237566,
653,1,0,0,0.9478469,
648,1,0,0,0.9271176,
200,1,1,1,0.8356847,
398,1,0,0,0.5141412,
270,1,1,0,0.65459126,
687,1,0,0,0.93204975,
660,2,0,0,0.9460788,
592,2,1,1,0.8975415,
318,18,1,0,0.66221833,
354,2,0,1,0.5691929,
317,2,1,1,0.69104594,
53,2,0,0,0.949892,
497,2,0,0,0.8878602,
411,1,1,1,0.6302781,
260,1,0,0,0.9493116,
259,1,1,0,0.6635582,
38,3,0,1,0.6773322,
621,1,0,0,0.8785364,
365,1,0,0,0.8982363,
209,1,0,0,0.881314,
702,3,1,1,0.5596735,
39,2,0,0,0.898198,
697,2,0,0,0.6160103,
178,1,0,0,0.5215106,
402,2,0,0,0.9157337,
632,3,0,0,0.94413775,
301,1,0,1,0.5761038,
341,1,1,1,0.7038583,
421,1,0,0,0.93986076,
243,6,0,0,0.5644722,
252,5,0,0,0.95145404,
606,1,0,0,0.84866065,
149,3,0,1,0.7654287,
667,1,0,0,0.9348934,
820,5,0,0,0.8281043,
542,1,0,1,0.55532277,
608,1,0,0,0.56658244,
488,1,0,0,0.9438336,
404,4,1,0,0.5260525,
817,1,1,1,0.615391,
787,6,0,0,0.9355358,
785,1,0,1,0.555969,
177,1,0,0,0.88544595,
799,2,0,0,0.94189465,
676,1,1,0,0.8590131,
412,6,0,0,0.9124181,
469,2,1,0,0.9469045,
327,4,0,0,0.79905415,
89,1,0,0,0.82246834,
554,1,0,0,0.93551034,
280,6,0,0,0.9510227,
40,2,0,0,0.93461055,
566,1,0,0,0.741835,
782,1,1,1,0.7697345,
245,2,0,0,0.8972733,
27,1,0,1,0.50615,
614,2,0,0,0.9453839,
111,1,0,0,0.94769955,
50,3,0,0,0.87590796,
656,1,0,0,0.93625784,
602,1,1,0,0.8355166,
788,2,0,0,0.94852424,
86,1,0,0,0.95168585,
307,4,0,0,0.92630255,
281,1,0,0,0.9500203,
669,1,0,0,0.9424688,
5,2,1,0,0.52349365,
234,1,0,0,0.8767075,
527,1,0,0,0.80708724,
149,1,0,1,0.6109452,
715,3,0,0,0.9141338,
235,3,0,0,0.92408633,
703,2,1,0,0.66163194,
724,3,0,0,0.94460607,
12,2,0,0,0.9313372,
345,2,1,0,0.9315613,
508,1,0,0,0.7877527,
109,4,0,0,0.9404583,
316,1,0,0,0.9365117,
176,1,0,0,0.93746704,
269,2,0,0,0.9508771,
441,1,1,1,0.87319237,
524,3,0,0,0.931431,
478,4,0,0,0.9197217,
187,1,1,0,0.5245386,
71,1,0,0,0.9321166,
198,1,0,0,0.9038721,
39,1,0,0,0.88458323,
22,1,0,0,0.9446091,
249,3,1,1,0.6483204,
77,3,0,1,0.58851135,
483,1,0,0,0.95021737,
563,1,1,1,0.61007977,
483,3,0,0,0.91945004,
671,2,0,0,0.5221473,
256,3,1,1,0.7101673,
90,1,1,1,0.69780576,
599,2,1,1,0.67957443,
309,1,0,0,0.9056336,
654,2,1,1,0.6444932,
264,2,0,0,0.89789355,
188,5,0,0,0.92000264,
556,1,1,1,0.87507254,
808,1,0,0,0.92887294,
476,1,0,0,0.9386915,
774,2,0,0,0.9180364,
361,2,0,0,0.87218976,
288,4,0,0,0.85517776,
391,2,0,0,0.90686995,
124,1,1,1,0.7565791,
334,1,1,1,0.871637,
811,3,1,0,0.9468006,
166,1,1,0,0.8479052,
237,3,0,0,0.56837934,
781,7,0,0,0.82613575,
344,2,0,0,0.94101125,
164,4,0,1,0.6306974,
235,5,0,0,0.9252751,
204,1,0,0,0.9177093,
273,3,0,0,0.9000067,
495,1,1,0,0.70579463,
91,1,0,0,0.9421514,
325,4,0,0,0.95078105,
297,3,0,0,0.94475126,
730,3,0,0,0.9489585,
429,2,0,0,0.9315381,
572,1,1,1,0.65363324,
761,2,0,0,0.67737865,
156,1,0,0,0.9458027,
503,2,1,1,0.7918344,
246,4,0,0,0.93687654,
512,1,0,0,0.94962585,
433,2,0,0,0.9538271,
207,2,1,1,0.6692409,
786,5,0,0,0.8260752,
47,3,0,0,0.9461432,
55,3,0,0,0.95438707,
494,1,1,0,0.6151892,
763,1,0,0,0.849085,
193,1,0,0,0.9336099,
665,1,0,0,0.90127444,
315,1,1,1,0.806877,
326,2,1,0,0.5985209,
107,1,0,1,0.5964566,
492,2,0,0,0.8920934,
66,1,1,1,0.7858507,
660,1,0,0,0.9289071,
525,1,0,0,0.9124058,
400,1,0,0,0.821928,
747,1,0,0,0.7631709,
425,2,0,0,0.9280556,
766,1,0,0,0.8950738,
604,4,1,1,0.7069388,
325,2,0,0,0.6716355,
323,4,0,0,0.9500344,
4,1,0,0,0.80993474,
706,1,0,0,0.738151,
502,2,0,0,0.9480389,
147,4,1,1,0.745034,
152,1,1,0,0.80709517,
299,2,1,0,0.6778525,
597,1,0,0,0.9520701,
528,3,0,1,0.64989567,
57,1,0,0,0.65477264,
472,2,1,1,0.7519734,
173,1,0,0,0.9489193,
418,2,0,0,0.9475399,
696,1,0,0,0.9460002,
671,1,0,0,0.90440387,
774,1,0,0,0.8938257,
325,3,0,0,0.83969486,
588,1,1,1,0.7607461,
440,1,0,0,0.95167977,
521,2,0,0,0.94706386,
387,2,1,1,0.8248322,
77,6,0,0,0.91561157,
354,6,1,1,0.7810999,
303,2,0,0,0.9451793,
259,4,0,0,0.80586624,
580,1,0,0,0.9538731,
287,2,0,0,0.92676115,
98,1,0,0,0.73522055,
676,3,1,1,0.55103874,
410,1,0,0,0.95158887,
227,2,0,0,0.9478605,
45,2,1,0,0.9430729,
800,1,0,1,0.6440025,
345,7,1,1,0.5001927,
77,4,0,0,0.75163454,
232,2,1,1,0.87122834,
394,2,1,1,0.7778557,
250,8,0,0,0.8088593,
376,1,0,1,0.5666486,
312,3,0,0,0.9447938,
541,1,0,0,0.9281184,
673,2,0,0,0.95006734,
511,2,0,0,0.9470592,
243,2,0,1,0.58853537,
382,4,0,0,0.9487152,
89,2,1,1,0.8597542,
214,2,0,0,0.8857301,
278,1,1,0,0.7704206,
360,2,0,0,0.7598058,
711,1,0,0,0.9488749,
395,1,1,1,0.8161296,
677,1,0,0,0.9180429,
484,1,0,0,0.94716513,
372,3,0,0,0.8615571,
354,3,0,0,0.7151522,
440,2,1,0,0.8495562,
311,9,0,0,0.8927809,
67,2,0,1,0.8122325,
620,2,0,0,0.72240376,
580,2,0,0,0.820664,
233,1,0,0,0.898689,
304,2,0,0,0.9319461,
564,2,0,0,0.94914824,
404,3,0,0,0.9457091,
295,1,0,0,0.9307339,
154,2,0,0,0.55929214,
453,2,0,0,0.65081555,
783,2,1,0,0.5751065,
41,1,1,1,0.6716829,
18,2,0,0,0.57629794,
746,3,0,0,0.74334574,
794,3,1,1,0.8604735,
59,1,0,0,0.86660445,
358,3,0,0,0.9324011,
753,2,1,1,0.73785734,
610,1,0,0,0.9499658,
768,2,0,0,0.84805584,
432,2,0,0,0.93929166,
80,1,0,1,0.8312478,
325,6,0,0,0.94662285,
151,1,0,0,0.9371523,
781,5,0,0,0.83173877,
366,1,0,0,0.9313797,
189,1,0,0,0.935049,
274,1,1,0,0.8913012,
353,2,0,0,0.8846545,
778,4,0,0,0.9399786,
544,1,0,0,0.94582754,
655,2,0,0,0.9209737,
564,1,0,0,0.941983,
801,2,1,0,0.62932235,
246,1,0,0,0.940519,
206,2,0,1,0.6897966,
181,1,1,1,0.5531891,
745,5,1,0,0.7346655,
731,3,0,0,0.9122792,
597,2,0,0,0.94468963,
443,3,0,0,0.94657433,
359,1,0,0,0.9192867,
770,1,1,0,0.7264062,
353,1,0,0,0.83398217,
793,2,1,1,0.8333923,
453,6,0,0,0.94104177,
177,2,0,0,0.8287479,
673,1,0,0,0.9464061,
171,1,0,0,0.87142,
626,1,0,0,0.94383156,
535,1,0,1,0.60183764,
719,2,1,0,0.9093965,
82,1,0,0,0.9515749,
4,3,0,0,0.8907554,
83,4,0,0,0.9442019,
307,2,1,0,0.5204117,
134,1,0,0,0.9308033,
486,3,0,1,0.6742052,
567,1,1,0,0.58939373,
313,4,0,0,0.8631146,
132,2,0,0,0.9381476,
481,1,0,0,0.9461868,
64,1,1,1,0.84994984,
760,7,1,0,0.6948169,
264,23,0,0,0.9350689,
380,1,1,0,0.60835856,
623,2,0,0,0.9016962,
613,5,1,1,0.8289514,
473,2,1,0,0.82376343,
268,3,0,0,0.9401106,
65,1,1,1,0.507392,
721,1,0,0,0.9449752,
264,5,0,0,0.9442332,
113,1,0,0,0.9166226,
325,5,0,1,0.6128195,
345,6,1,0,0.8664324,
715,1,0,0,0.94112664,
227,1,0,0,0.73808515,
175,1,0,0,0.9426298,
427,2,0,0,0.7666269,
158,2,0,0,0.9292656,
500,2,0,0,0.6328731,
459,5,0,0,0.8892602,
741,2,1,0,0.59540546,
771,1,0,1,0.7866672,
323,3,1,0,0.6467604,
97,1,0,0,0.8987824,
239,3,0,1,0.6951619,
275,1,0,0,0.9446436,
256,6,0,0,0.9496284,
289,2,0,0,0.95399404,
577,3,0,0,0.94679797,
742,2,0,0,0.87282366,
0,4,0,0,0.82992846,
463,1,1,1,0.8371406,
734,1,1,1,0.5461393,
249,2,1,1,0.772542,
172,1,0,0,0.9319611,
0,6,1,1,0.8794849,
112,1,0,0,0.9480983,
264,21,1,0,0.6436013,
115,3,1,1,0.8498457,
17,1,0,0,0.7144618,
264,16,0,0,0.94797176,
123,1,1,0,0.58017063,
457,1,1,0,0.6262721,
63,2,1,1,0.8218736,
820,1,0,0,0.9492246,
730,2,0,0,0.94606715,
645,1,0,0,0.9023019,
459,6,0,0,0.5445668,
357,2,1,1,0.64105064,
242,3,0,0,0.95386356,
363,1,0,0,0.92051136,
589,1,0,0,0.9356485,
573,1,1,1,0.868871,
466,1,0,0,0.76825297,
757,1,0,0,0.85617316,
279,3,0,0,0.9285165,
733,2,1,0,0.6059426,
812,1,0,1,0.58212435,
311,6,1,0,0.81770253,
237,4,0,0,0.9521036,
769,1,0,0,0.5467172,
207,1,1,0,0.8890684,
604,7,0,0,0.95289445,
167,1,1,0,0.9057521,
241,1,0,0,0.9071946,
663,5,0,0,0.94939,
171,2,0,0,0.9321996,
147,3,1,1,0.7882369,
443,2,0,0,0.6210326,
479,1,0,0,0.9496625,
741,1,0,0,0.63285506,
234,2,0,0,0.88813674,
266,1,0,0,0.89357823,
285,1,0,0,0.9445116,
810,1,0,0,0.55357707,
202,3,1,0,0.9182276,
560,1,0,0,0.71929765,
488,2,1,1,0.8089486,
471,4,0,0,0.9087978,
664,2,0,0,0.9481758,
387,3,1,1,0.5528227,
115,2,0,0,0.94874287,
604,3,0,0,0.9400357,
676,2,1,1,0.87975407,
522,2,0,0,0.9014634,
804,1,1,1,0.806791,
32,6,0,0,0.89010686,
215,3,0,0,0.94077665,
279,1,1,0,0.7821466,
8,2,0,0,0.59452593,
109,1,0,0,0.9430218,
628,3,0,0,0.9335781,
68,1,0,0,0.95237905,
264,10,0,0,0.6173609,
353,4,0,0,0.84577245,
451,1,1,1,0.80015635,
409,1,0,0,0.90782017,
40,1,0,0,0.9162048,
746,4,0,0,0.9398698,
144,1,1,1,0.83918464,
506,2,1,1,0.6927481,
475,2,0,0,0.5062426,
408,1,0,1,0.5023023,
747,2,0,0,0.94880766,
300,1,0,1,0.5201941,
546,1,0,0,0.94454414,
774,6,0,0,0.93537694,
638,3,0,0,0.9459972,
757,2,1,0,0.6596452,
824,1,0,0,0.93831444,
257,2,0,0,0.89789355,
144,2,1,1,0.6704189,
257,4,0,0,0.94171333,
516,4,1,0,0.6949017,
199,1,0,0,0.92962986,
663,4,0,0,0.94525385,
465,1,0,0,0.657058,
298,1,0,0,0.9060502,
0,3,0,0,0.9505663,
1,1,0,0,0.9485547,
447,2,0,0,0.9525723,
165,2,0,0,0.9377198,
532,1,0,0,0.94308597,
409,2,0,0,0.9194632,
